Super-Scaffold_12,1129064,9,9.7
Super-Scaffold_12,1380518,9,12.0
Super-Scaffold_12,1452095,9,11.5
Super-Scaffold_12,1525318,9,12.7
Super-Scaffold_12,174011,9,0.0
Super-Scaffold_12,241830,9,0.8
Super-Scaffold_12,2587767,9,14.9
Super-Scaffold_12,2671619,9,18.0
Super-Scaffold_12,329697,9,3.5
Super-Scaffold_12,464696,9,4.9
Super-Scaffold_12,523500,9,4.8
Super-Scaffold_12,641323,9,7.6
Super-Scaffold_12,756821,9,7.0
Super-Scaffold_12,800000,9,7.4
Super-Scaffold_12,894783,9,8.5
Super-Scaffold_12,89811,9,1.9
Super-Scaffold_12,998442,9,9.2
Super-Scaffold_1366,1174292,9,104.8
Super-Scaffold_1366,1464687,9,108.9
Super-Scaffold_1366,1650715,9,113.1
Super-Scaffold_1366,222628,9,96.9
Super-Scaffold_1366,994429,9,105.6
Super-Scaffold_17,10147354,6,32.2
Super-Scaffold_17,10211866,6,33.3
Super-Scaffold_17,10468080,6,31.8
Super-Scaffold_17,10584545,6,33.2
Super-Scaffold_17,10618287,6,30.0
Super-Scaffold_17,10690176,6,28.2
Super-Scaffold_17,10783703,6,23.8
Super-Scaffold_17,113734,6,111.8
Super-Scaffold_17,1337783,6,102.9
Super-Scaffold_17,1520034,6,102.9
Super-Scaffold_17,1589762,6,104.3
Super-Scaffold_17,1703782,6,96.9
Super-Scaffold_17,1870865,6,97.3
Super-Scaffold_17,2135848,6,93.8
Super-Scaffold_17,2661448,6,91.9
Super-Scaffold_17,299150,6,111.3
Super-Scaffold_17,3100858,6,89.0
Super-Scaffold_17,3207975,6,87.6
Super-Scaffold_17,3366234,6,85.8
Super-Scaffold_17,3415577,6,85.9
Super-Scaffold_17,357527,6,112.2
Super-Scaffold_17,3818798,6,84.8
Super-Scaffold_17,3977304,6,82.0
Super-Scaffold_17,409634,6,110.7
Super-Scaffold_17,4130394,6,75.7
Super-Scaffold_17,4252248,6,77.7
Super-Scaffold_17,4480837,6,72.8
Super-Scaffold_17,575778,6,116.7
Super-Scaffold_17,6110933,6,61.4
Super-Scaffold_17,6180996,6,61.0
Super-Scaffold_17,6249358,6,59.3
Super-Scaffold_17,6352373,6,59.9
Super-Scaffold_17,6526190,6,59.5
Super-Scaffold_17,6693327,6,58.1
Super-Scaffold_17,672760,6,115.4
Super-Scaffold_17,6816813,6,52.5
Super-Scaffold_17,6890836,6,56.8
Super-Scaffold_17,7104413,6,56.1
Super-Scaffold_17,7152539,6,56.7
Super-Scaffold_17,7339676,6,54.7
Super-Scaffold_17,7359142,6,53.4
Super-Scaffold_17,87262,6,111.9
Super-Scaffold_17,8906440,6,39.2
Super-Scaffold_17,8983432,6,41.2
Super-Scaffold_17,9091485,6,41.6
Super-Scaffold_17,925115,6,101.2
Super-Scaffold_17,9382787,6,31.0
Super-Scaffold_17,9404274,6,36.9
Super-Scaffold_17,9516009,6,35.8
