Super-Scaffold_1,20821,2,71.7
Super-Scaffold_1,364554,2,71.6
Super-Scaffold_1,493601,2,70.5
Super-Scaffold_1,508605,2,73.3
Super-Scaffold_11,4131447,3,88.7
Super-Scaffold_1108,1075871,4,18.9
Super-Scaffold_1108,1210492,4,18.9
Super-Scaffold_1108,1296527,4,18.5
Super-Scaffold_1108,1390019,4,17.3
Super-Scaffold_1108,142522,4,30.3
Super-Scaffold_1108,1449304,4,16.2
Super-Scaffold_1108,1557419,4,15.4
Super-Scaffold_1108,1735347,4,14.7
Super-Scaffold_1108,1870108,4,14.1
Super-Scaffold_1108,1947717,4,14.3
Super-Scaffold_1108,2062290,4,13.4
Super-Scaffold_1108,2181247,4,12.9
Super-Scaffold_1108,2326954,4,11.0
Super-Scaffold_1108,2379718,4,10.0
Super-Scaffold_1108,2505883,4,12.0
Super-Scaffold_1108,278580,4,25.5
Super-Scaffold_1108,330283,4,24.3
Super-Scaffold_1108,554139,4,23.1
Super-Scaffold_1108,767625,4,20.1
Super-Scaffold_1108,7776,4,28.9
Super-Scaffold_1108,841342,4,20.8
Super-Scaffold_1108,967652,4,19.4
Super-Scaffold_12,1129369,9,7.3
Super-Scaffold_12,1235146,9,0.0
Super-Scaffold_12,1452113,9,10.3
Super-Scaffold_12,2587786,9,20.2
Super-Scaffold_12,2611898,9,19.7
Super-Scaffold_13,1110560,8,79.7
Super-Scaffold_13,146391,8,74.0
Super-Scaffold_13,1539341,8,81.5
Super-Scaffold_13,1715929,8,82.9
Super-Scaffold_13,1803010,8,82.0
Super-Scaffold_13,1946535,8,86.9
Super-Scaffold_13,1989160,8,85.5
Super-Scaffold_13,212864,8,74.6
Super-Scaffold_13,2135938,8,87.6
Super-Scaffold_13,2245295,8,86.3
Super-Scaffold_13,2372691,8,88.3
Super-Scaffold_13,2453816,8,89.9
Super-Scaffold_13,2517027,8,90.1
Super-Scaffold_13,397933,8,76.5
Super-Scaffold_13,414921,8,75.5
Super-Scaffold_13,581373,8,76.2
Super-Scaffold_13,668365,8,76.7
Super-Scaffold_13,766349,8,77.4
Super-Scaffold_13,80397,8,72.5
Super-Scaffold_13,852537,8,78.1
Super-Scaffold_1366,1107115,9,103.6
Super-Scaffold_1366,1206475,9,105.8
Super-Scaffold_1366,1443698,9,109.3
Super-Scaffold_1366,147863,9,89.8
Super-Scaffold_1366,1522486,9,111.6
Super-Scaffold_1366,1676584,9,117.3
Super-Scaffold_1366,1766754,9,119.2
Super-Scaffold_1366,1804471,9,120.7
Super-Scaffold_1366,259268,9,88.9
Super-Scaffold_1366,440679,9,93.0
Super-Scaffold_1366,472083,9,90.6
Super-Scaffold_1366,776612,9,97.9
Super-Scaffold_1366,911189,9,100.4
Super-Scaffold_1366,994518,9,103.2
Super-Scaffold_15,22992449,8,71.9
Super-Scaffold_15,23018801,8,70.0
Super-Scaffold_15,23197424,8,70.8
Super-Scaffold_15,23262214,8,73.0
Super-Scaffold_1638,1217623,9,129.3
Super-Scaffold_1638,1357243,9,127.9
Super-Scaffold_1638,1470592,9,125.2
Super-Scaffold_1638,193676,9,145.9
Super-Scaffold_1638,314956,9,142.0
Super-Scaffold_1638,392032,9,142.7
Super-Scaffold_1638,476789,9,140.1
Super-Scaffold_1638,600484,9,136.8
Super-Scaffold_1638,65521,9,144.7
Super-Scaffold_1638,659223,9,135.4
Super-Scaffold_1638,752958,9,134.5
Super-Scaffold_1638,829648,9,133.2
Super-Scaffold_17,10010552,6,32.9
Super-Scaffold_17,1019553,6,88.4
Super-Scaffold_17,104335,6,95.3
Super-Scaffold_17,10494638,6,31.2
Super-Scaffold_17,10505528,6,32.1
Super-Scaffold_17,10811741,6,26.3
Super-Scaffold_17,11071577,6,26.2
Super-Scaffold_17,11281396,6,25.4
Super-Scaffold_17,1128687,6,89.6
Super-Scaffold_17,11616811,6,25.9
Super-Scaffold_17,11715345,6,23.9
Super-Scaffold_17,11778135,6,23.5
Super-Scaffold_17,12067258,6,22.2
Super-Scaffold_17,12231760,6,21.9
Super-Scaffold_17,1230886,6,86.6
Super-Scaffold_17,12369069,6,18.3
Super-Scaffold_17,12539800,6,20.0
Super-Scaffold_17,12657853,6,19.5
Super-Scaffold_17,12896050,6,21.2
Super-Scaffold_17,1293124,6,86.8
Super-Scaffold_17,13211729,6,18.5
Super-Scaffold_17,13233740,6,17.7
Super-Scaffold_17,13347822,6,16.9
Super-Scaffold_17,13782832,6,15.3
Super-Scaffold_17,1382405,6,85.5
Super-Scaffold_17,14120197,6,13.6
Super-Scaffold_17,14229802,6,12.4
Super-Scaffold_17,14432914,6,12.7
Super-Scaffold_17,14694590,6,13.6
Super-Scaffold_17,14816335,6,14.3
